9923//42022	23.6138213317%	529,829,766,722,684,217,494,692,120
9139//42040	21.7388201713%	529,829,766,722,354,217,494,120,145
8670//41649	20.8168263344%	529,829,766,722,354,684,419,120,145
9175//41758	21.9718377317%	529,829,766,722,684,217,419,692,120
9261//41783	22.1645166695%	529,829,766,722,354,684,692,120,145
9114//41784	21.8121769098%	529,829,766,722,354,217,692,120,145
9452//42393	22.2961337957%	529,829,766,722,354,494,419,692,937
9111//42156	21.6125818389%	529,829,766,722,354,494,419,120,937
9211//41939	21.9628508071%	529,829,766,722,684,217,494,419,937
9208//42402	21.7159567945%	529,829,766,354,684,217,494,419,937
9172//42041	21.8167978878%	529,829,766,722,354,684,494,937,145
9658//41945	23.0253903922%	529,829,766,722,354,494,692,120,937
9763//41799	23.3570181105%	529,829,766,722,684,217,494,692,937
9019//42028	21.4595031884%	529,829,766,722,354,217,494,937,145
9753//42198	23.1124697853%	529,829,766,354,684,217,494,692,937
9068//41887	21.6487215604%	529,829,766,722,354,419,692,120,937
9435//41704	22.6237291387%	529,829,766,722,684,217,494,120,937
9818//42040	23.3539486204%	529,829,766,722,684,494,419,692,120
9394//41891	22.4248645294%	529,829,766,354,684,217,494,120,937
9174//41701	21.9994724347%	529,829,766,722,684,217,419,692,937
9483//42275	22.4316972206%	529,829,722,354,684,217,494,419,692
9191//42160	21.80028463%	529,829,766,354,684,217,419,692,937
9652//42072	22.9416238829%	529,829,766,722,217,494,419,692,120
8868//41641	21.2963185322%	529,829,766,722,684,217,419,120,937
9148//41954	21.8048338657%	529,829,722,354,684,217,494,419,120
8857//41891	21.1429662696%	529,829,766,354,684,217,419,120,937
9140//41809	21.861321725%	529,829,766,722,354,684,692,937,145
9602//41962	22.882608074%	529,829,766,722,354,494,692,120,145
8785//41537	21.1498182343%	529,829,766,722,354,684,120,937,145
8992//41781	21.5217443335%	529,829,766,722,354,217,692,937,145
9734//41915	23.2231897889%	529,829,766,722,684,217,494,692,145
9417//41500	22.6915662651%	529,829,766,722,684,217,692,120,937
9702//42189	22.9965156794%	529,829,766,354,684,217,494,692,145
8629//41502	20.7917690714%	529,829,766,722,354,217,120,937,145
9739//42086	23.1407118757%	529,829,722,354,684,217,494,692,120
9398//41680	22.5479846449%	529,829,766,354,684,217,692,120,937
9399//41800	22.485645933%	529,829,766,722,684,217,494,120,145
8953//41521	21.5625827894%	529,829,766,722,354,419,692,120,145
9337//41867	22.3015740321%	529,829,766,354,684,217,494,120,145
9093//41456	21.9340988036%	529,829,766,722,684,217,419,692,145
8983//41773	21.5043209729%	529,829,722,354,684,217,419,692,120
8778//41377	21.2146844866%	529,829,766,722,684,217,419,120,145
9374//41574	22.5477461875%	529,829,766,722,684,217,692,120,145
9335//41631	22.4231942543%	529,829,766,354,684,217,692,120,145
9672//41844	23.1144250072%	529,829,766,722,684,494,419,692,937
9646//42138	22.8914518962%	529,829,766,354,684,494,419,692,937
9360//41783	22.4014551373%	529,829,766,722,684,494,419,120,937
9309//41879	22.2283244586%	529,829,766,354,684,494,419,120,937
9512//41876	22.7146814404%	529,829,766,722,217,494,419,692,937
9504//42157	22.544298693%	529,829,766,354,217,494,419,692,937
8992//41737	21.5444329971%	529,829,722,354,684,217,494,419,937
9189//41800	21.9832535885%	529,829,766,722,217,494,419,120,937
9156//41878	21.863508286%	529,829,766,354,217,494,419,120,937
9493//41989	22.6083021744%	529,829,766,722,354,494,692,937,145
9890//41515	23.8227146814%	529,829,766,722,684,494,692,120,937
9129//41708	21.8878872159%	529,829,766,722,354,494,120,937,145
9833//41541	23.670590501%	529,829,766,354,684,494,692,120,937
9578//41875	22.8728358209%	529,829,722,354,684,217,494,692,937
9248//41591	22.2355798129%	529,829,766,722,684,217,494,937,145
9747//41671	23.3903674018%	529,829,766,722,217,494,692,120,937
9601//41673	23.0388980875%	529,829,766,722,684,494,419,692,145
9206//41859	21.9928808619%	529,829,766,354,684,217,494,937,145
9708//41678	23.2928643409%	529,829,766,354,217,494,692,120,937
9318//41544	22.429231658%	529,829,766,722,684,419,692,120,937
9222//41525	22.208308248%	529,829,722,354,684,217,494,120,937
9627//42101	22.8664402271%	529,829,722,354,684,494,419,692,120
9286//41629	22.3065651349%	529,829,766,354,684,419,692,120,937
9280//41591	22.3125195355%	529,829,766,722,684,494,419,120,145
8982//41722	21.5282105364%	529,829,722,354,684,217,419,692,937
9149//41543	22.0229641576%	529,829,766,722,217,419,692,120,937
9259//41815	22.1427717326%	529,829,722,354,217,494,419,692,120
9137//41615	21.9560254716%	529,829,766,354,217,419,692,120,937
8647//41412	20.880421134%	529,829,722,354,684,217,419,120,937
9861//41777	23.6038968811%	529,829,766,684,217,494,419,692,120
9096//41462	21.9381602431%	529,829,766,722,354,692,120,937,145
9860//41674	23.6598358689%	529,829,766,722,684,494,692,120,145
9782//41575	23.5285628382%	529,829,766,354,684,494,692,120,145
9220//41373	22.2850651391%	529,829,766,722,684,217,692,937,145
9519//41866	22.7368270195%	529,829,722,354,684,217,494,692,145
9197//41626	22.0943640994%	529,829,766,354,684,217,692,937,145
9702//41719	23.2555909777%	529,829,766,722,217,494,692,120,145
9232//41550	22.2190132371%	529,829,722,354,684,217,692,120,937
8893//41282	21.5420764498%	529,829,766,722,684,217,120,937,145
9650//41627	23.18206933%	529,829,766,354,217,494,692,120,145
9233//41331	22.3391643077%	529,829,766,722,684,419,692,120,145
9158//41506	22.0642798632%	529,829,722,354,684,217,494,120,145
8839//41323	21.3900249256%	529,829,766,354,684,217,120,937,145
9180//41285	22.235678818%	529,829,766,354,684,419,692,120,145
8871//41346	21.455521695%	529,829,722,354,684,217,419,692,145
9055//41628	21.7521860286%	529,766,722,354,684,217,494,419,692
9052//41226	21.9570174162%	529,829,766,722,217,419,692,120,145
8528//41023	20.7883382493%	529,829,722,354,684,217,419,120,145
8763//41518	21.1065080206%	529,766,722,354,684,217,494,419,120
9165//41507	22.0806129087%	529,829,722,354,684,217,692,120,145
9357//41507	22.5431854868%	529,766,722,354,684,217,494,692,120
8575//41196	20.8151276823%	529,766,722,354,684,217,419,692,120
9479//41908	22.6185931087%	529,829,722,354,684,494,419,692,937
9142//41414	22.0746607427%	529,829,766,722,684,494,419,937,145
9648//41719	23.1261535511%	529,829,766,722,494,419,692,120,937
9596//41639	23.0457023464%	529,829,766,354,494,419,692,120,937
9139//41607	21.9650539573%	529,829,722,354,684,494,419,120,937
9112//41604	21.9017402173%	529,829,722,354,217,494,419,692,937
9703//41567	23.3430365434%	529,829,766,684,217,494,419,692,937
8767//41294	21.2306872669%	529,829,722,354,217,494,419,120,937
9383//41466	22.6281773019%	529,829,766,684,217,494,419,120,937
9720//41499	23.4222511386%	529,829,766,722,684,494,692,937,145
9657//41598	23.2150584163%	529,829,766,354,684,494,692,937,145
9703//41623	23.3116305889%	529,829,722,354,684,494,692,120,937
9387//41407	22.6700799382%	529,829,766,722,684,494,120,937,145
9296//41301	22.5079295901%	529,829,766,354,684,494,120,937,145
9210//41334	22.2818986791%	829,766,722,354,684,217,494,419,692
9570//41545	23.0352629679%	529,829,766,722,217,494,692,937,145
9528//41628	22.8884404728%	529,829,766,354,217,494,692,937,145
9096//41166	22.0959043871%	529,829,766,722,684,419,692,937,145
9008//41314	21.8037469139%	529,829,722,354,684,217,494,937,145
9361//41439	22.5898308357%	529,829,722,354,217,494,692,120,937
9224//41436	22.260835988%	529,829,766,722,217,494,120,937,145
9919//41219	24.0641451758%	529,829,766,684,217,494,692,120,937
9557//41466	23.0477981961%	529,829,766,722,494,419,692,120,145
9124//41595	21.9353287655%	529,829,722,354,684,419,692,120,937
9154//41312	22.1582106894%	529,829,766,354,217,494,120,937,145
8780//41106	21.3594122513%	529,829,766,722,684,419,120,937,145
8756//41262	21.2204934322%	529,829,722,354,217,419,692,120,937
8562//41224	20.7694546866%	529,766,722,354,684,217,494,419,937
9711//41769	23.2492997199%	529,829,722,684,217,494,419,692,120
9366//41234	22.714264927%	529,829,766,684,217,419,692,120,937
9708//42052	23.0857034148%	529,829,354,684,217,494,419,692,120
9355//41194	22.7096179055%	529,829,766,722,684,692,120,937,145
9646//41658	23.155216285%	529,829,722,354,684,494,692,120,145
9282//41067	22.6020892688%	529,829,766,354,684,692,120,937,145
9011//41318	21.8088968488%	529,829,722,354,684,217,692,937,145
9146//41209	22.1941808828%	529,766,722,354,684,217,494,692,937
8693//40652	21.3839417495%	829,766,722,354,684,217,419,692,120
9197//41204	22.3206484807%	529,829,766,722,217,692,120,937,145
9297//41389	22.4624900336%	529,829,722,354,217,494,692,120,145
9147//41065	22.2744429563%	529,829,766,354,217,692,120,937,145
8651//40970	21.1154503295%	529,829,722,354,684,217,120,937,145
9885//41302	23.9334656917%	529,829,766,684,217,494,692,120,145
8842//41087	21.5201888675%	529,766,722,354,684,217,494,120,937
9012//41250	21.8472727273%	529,829,722,354,684,419,692,120,145
9237//41533	22.2401463896%	529,766,722,354,684,494,419,692,120
8528//41068	20.7655595598%	529,766,722,354,684,217,419,692,937
9026//41479	21.7604088816%	529,766,722,354,217,494,419,692,120
9282//40956	22.6633460299%	529,829,766,684,217,419,692,120,145
8243//40981	20.1141992631%	529,766,722,354,684,217,419,120,937
9093//41226	22.0564692185%	529,766,722,354,684,217,494,692,145
8831//40970	21.5547961923%	529,766,722,354,684,217,692,120,937
8784//41083	21.3811065404%	529,766,722,354,684,217,494,120,145
8418//40703	20.6815222465%	529,766,722,354,684,217,419,692,145
8747//41230	21.2151346107%	829,766,722,354,684,217,494,419,937
8127//40597	20.0187205951%	529,766,722,354,684,217,419,120,145
9439//41330	22.8381321074%	529,829,766,722,494,419,692,937,145
9254//41488	22.3052448901%	529,829,722,354,494,419,692,120,937
9109//41251	22.0818889239%	529,829,766,722,494,419,120,937,145
9816//41166	23.8449205655%	529,829,766,684,494,419,692,120,937
9535//41367	23.0497739744%	529,829,722,684,217,494,419,692,937
9549//41845	22.8199306966%	529,829,354,684,217,494,419,692,937
9318//41159	22.6390339901%	829,766,722,354,684,217,494,692,937
9669//41212	23.4616131224%	529,829,766,217,494,419,692,120,937
8765//40945	21.4067651728%	529,766,722,354,684,217,692,120,145
9220//41235	22.3596459319%	529,829,722,684,217,494,419,120,937
9207//41500	22.1855421687%	529,829,354,684,217,494,419,120,937
8951//40837	21.9188481034%	829,766,722,354,684,217,494,120,937
9503//41492	22.9032102574%	529,829,722,354,684,494,692,937,145
9302//40856	22.7677697278%	829,766,722,354,684,494,419,692,120
9695//41350	23.446191052%	529,829,766,722,494,692,120,937,145
9609//41069	23.3972095741%	529,829,766,354,494,692,120,937,145
9140//41149	22.2119614085%	529,829,722,354,684,494,120,937,145
8734//41022	21.2910145775%	829,766,722,354,684,217,419,692,937
9155//41203	22.2192558794%	529,829,722,354,217,494,692,937,145
9733//41104	23.6789606851%	529,829,766,684,217,494,692,937,145
8389//40739	20.5920616608%	829,766,722,354,684,217,419,120,937
9794//41325	23.6999395039%	529,829,722,684,217,494,692,120,937
9046//41264	21.9222566886%	529,766,722,354,684,494,419,692,937
9060//40984	22.1061877806%	529,829,766,722,419,692,120,937,145
8786//40854	21.5058501004%	529,829,722,354,217,494,120,937,145
9774//41532	23.5336607917%	529,829,354,684,217,494,692,120,937
9390//40975	22.9164124466%	529,829,766,684,217,494,120,937,145
9743//40957	23.7883634055%	529,829,766,684,494,419,692,120,145
8753//41172	21.2595938988%	529,766,722,354,684,494,419,120,937
8831//41186	21.4417520517%	529,766,722,354,217,494,419,692,937
9205//41233	22.3243518541%	529,829,722,684,217,419,692,120,937
9246//40943	22.5826148548%	829,766,722,354,684,217,494,692,145
8532//41089	20.7646815449%	529,766,722,354,217,494,419,120,937
9214//41497	22.2040147481%	529,829,354,684,217,419,692,120,937
8960//40665	22.0336899053%	829,766,722,354,684,217,692,120,937
8876//40604	21.8599152793%	829,766,722,354,684,217,494,120,145
9138//41163	22.1995481379%	529,829,722,354,684,692,120,937,145
9321//41045	22.7092215861%	529,766,722,354,684,494,692,120,937
8608//40426	21.2932271311%	829,766,722,354,684,217,419,692,145
8790//40844	21.5209088238%	529,829,722,354,217,692,120,937,145
8586//40806	21.0410233789%	529,766,722,354,684,217,494,937,145
8258//40125	20.5806853583%	829,766,722,354,684,217,419,120,145
9125//41085	22.2100523305%	529,766,722,354,217,494,692,120,937
9750//41401	23.5501557933%	529,829,722,684,217,494,692,120,145
9384//40762	23.0214415387%	529,829,766,684,217,692,120,937,145
8719//41025	21.2528945765%	529,766,722,354,684,419,692,120,937
9711//41491	23.4050757996%	529,829,354,684,217,494,692,120,145
8496//40919	20.7629707471%	529,766,722,354,217,419,692,120,937
9111//40946	22.2512577541%	529,829,722,684,217,419,692,120,145
9329//41267	22.6064409819%	529,766,722,684,217,494,419,692,120
9321//41515	22.4521257377%	529,766,354,684,217,494,419,692,120
8878//40405	21.9725281525%	829,766,722,354,684,217,692,120,145
9266//41104	22.5428182172%	529,766,722,354,684,494,692,120,145
8557//40666	21.0421482319%	529,766,722,354,684,217,692,937,145
9065//41059	22.0779853382%	529,766,722,354,217,494,692,120,145
8257//40550	20.3625154131%	529,766,722,354,684,217,120,937,145
9193//41088	22.3739291277%	829,766,722,354,684,494,419,692,937
8605//40691	21.1471824236%	529,766,722,354,684,419,692,120,145
8841//40808	21.6648696334%	829,766,722,354,684,494,419,120,937
9036//41136	21.9661610268%	829,766,722,354,217,494,419,692,937
8379//40506	20.6858243223%	529,766,722,354,217,419,692,120,145
8673//40842	21.235492875%	829,766,722,354,217,494,419,120,937
9602//40800	23.5343137255%	529,829,766,684,494,419,692,937,145
9699//41372	23.4433916659%	529,829,722,684,494,419,692,120,937
9668//41479	23.3081800429%	529,829,354,684,494,419,692,120,937
9395//40614	23.132417393%	829,766,722,354,684,494,692,120,937
9278//40708	22.7915888769%	529,829,766,684,494,419,120,937,145
9334//41104	22.7082522382%	529,829,722,217,494,419,692,120,937
9318//41195	22.619249909%	529,829,354,217,494,419,692,120,937
8760//40811	21.4648011566%	829,766,722,354,684,217,494,937,145
9254//40780	22.6924963217%	829,766,722,354,217,494,692,120,937
8826//40601	21.7383808281%	829,766,722,354,684,419,692,120,937
9281//41044	22.6123184875%	529,829,722,354,494,692,120,937,145
9838//40671	24.1892257382%	529,829,766,684,494,692,120,937,145
8660//40617	21.3211216978%	829,766,722,354,217,419,692,120,937
9579//41015	23.3548701695%	529,829,722,684,217,494,692,937,145
9408//40656	23.1404958678%	829,766,722,684,217,494,419,692,120
9557//41302	23.1393152874%	529,829,354,684,217,494,692,937,145
9700//40737	23.8112772173%	529,829,766,217,494,692,120,937,145
9242//40855	22.6214661608%	529,829,722,684,217,494,120,937,145
8465//40618	20.8405140578%	529,766,722,354,684,494,419,937,145
9014//41148	21.9062894916%	529,766,722,354,494,419,692,120,937
9614//41151	23.362737236%	529,829,722,684,494,419,692,120,145
9249//40459	22.8601794409%	529,829,766,684,419,692,120,937,145
9189//40922	22.4549142271%	529,829,354,684,217,494,120,937,145
9324//40435	23.0592308644%	829,766,722,354,684,494,692,120,145
9106//40781	22.3290257718%	529,766,722,684,217,494,419,692,937
9116//41232	22.1090415211%	529,766,354,684,217,494,419,692,937
8756//40618	21.5569451967%	829,766,722,354,684,217,692,937,145
8840//40868	21.6306156406%	529,766,722,684,217,494,419,120,937
9171//40515	22.6360607183%	829,766,722,354,217,494,692,120,145
8818//41106	21.4518561767%	529,766,354,684,217,494,419,120,937
8389//40298	20.8174102933%	829,766,722,354,684,217,120,937,145
9077//40855	22.2175988251%	529,766,722,354,684,494,692,937,145
8698//40030	21.7287034724%	829,766,722,354,684,419,692,120,145
8770//40730	21.5320402652%	529,766,722,354,684,494,120,937,145
8873//40784	21.756080816%	529,766,722,354,217,494,692,937,145
8523//39967	21.3250932019%	829,766,722,354,217,419,692,120,145
9242//40879	22.6081851317%	529,829,722,684,217,692,120,937,145
8418//40450	20.8108776267%	529,766,722,354,684,419,692,937,145
9415//40813	23.0686300934%	529,766,722,684,217,494,692,120,937
8558//40655	21.050301316%	529,766,722,354,217,494,120,937,145
9210//40933	22.5001832262%	529,829,354,684,217,692,120,937,145
9389//40985	22.908381115%	529,766,354,684,217,494,692,120,937
9023//40543	22.2553831734%	529,766,722,684,217,494,419,692,145
8807//40732	21.6218206815%	529,766,722,684,217,419,692,120,937
9131//41262	22.1293199554%	529,722,354,684,217,494,419,692,120
8807//40959	21.5019897947%	529,766,354,684,217,419,692,120,937
8741//40603	21.5279659138%	529,766,722,354,684,692,120,937,145
8530//40504	21.0596484298%	529,766,722,354,217,692,120,937,145
9376//40916	22.9152409815%	529,766,722,684,217,494,692,120,145
9330//40964	22.7760960844%	529,766,354,684,217,494,692,120,145
9122//40714	22.4050695093%	829,766,722,354,494,419,692,120,937
9275//40672	22.80438631%	829,766,722,684,217,494,419,692,937
8714//40458	21.5383854862%	529,766,722,684,217,419,692,120,145
9298//41165	22.5871492773%	829,766,354,684,217,494,419,692,937
8694//40556	21.4370253477%	529,766,354,684,217,419,692,120,145
8945//40562	22.0526601252%	829,766,722,684,217,494,419,120,937
9456//40796	23.178743014%	529,829,722,684,494,419,692,937,145
8941//40844	21.8906081677%	829,766,354,684,217,494,419,120,937
9215//40682	22.6512954132%	829,766,722,354,684,494,692,937,145
9560//40435	23.6428836404%	529,829,766,494,419,692,120,937,145
9131//40672	22.4503343824%	529,829,722,684,494,419,120,937,145
8842//40363	21.9062012239%	829,766,722,354,684,494,120,937,145
9068//40732	22.2625945203%	829,766,722,354,217,494,692,937,145
9739//41032	23.7351335543%	529,829,684,217,494,419,692,120,937
9508//40444	23.50904955%	829,766,722,684,217,494,692,120,937
8683//40400	21.4925742574%	829,766,722,354,217,494,120,937,145
9495//40665	23.349317595%	829,766,354,684,217,494,692,120,937
9731//40992	23.7387782982%	529,829,722,684,494,692,120,937,145
9662//40900	23.6234718826%	529,829,354,684,494,692,120,937,145
8933//40367	22.1294621845%	829,766,722,684,217,419,692,120,937
9241//40714	22.6973522621%	829,722,354,684,217,494,419,692,120
8949//40647	22.0163849731%	829,766,354,684,217,419,692,120,937
9381//40744	23.0242489692%	529,829,722,217,494,692,120,937,145
9330//40636	22.9599370017%	529,829,354,217,494,692,120,937,145
9111//40665	22.405016599%	529,829,722,684,419,692,120,937,145
9315//40873	22.7901059379%	529,766,722,684,494,419,692,120,937
9275//40939	22.6556584186%	529,766,354,684,494,419,692,120,937
8836//40177	21.9926823805%	829,766,722,354,684,692,120,937,145
8907//40785	21.8389113645%	529,722,354,684,217,494,419,692,937
8533//40136	21.2602152681%	529,766,722,684,217,494,419,937,145
9097//40830	22.2801861376%	529,766,722,217,494,419,692,120,937
9077//40892	22.1974958427%	529,766,354,217,494,419,692,120,937
8683//40196	21.6016519057%	829,766,722,354,217,692,120,937,145
8615//40633	21.2019786873%	529,722,354,684,217,494,419,120,937
9447//40311	23.4352906155%	829,766,722,684,217,494,692,120,145
9418//40411	23.3055356215%	829,766,354,684,217,494,692,120,145
9049//40713	22.2263159187%	529,766,722,354,494,692,120,937,145
9155//40438	22.6395964192%	529,766,722,684,217,494,692,937,145
8820//39859	22.1280012042%	829,766,722,684,217,419,692,120,145
9127//40691	22.4300213806%	529,766,354,684,217,494,692,937,145
8820//40016	22.0411835266%	829,766,354,684,217,419,692,120,145
9226//40848	22.5861731297%	529,722,354,684,217,494,692,120,937
8873//40501	21.9081010345%	529,766,722,684,217,494,120,937,145
9231//40671	22.6967618205%	529,766,722,684,494,419,692,120,145
8812//40535	21.7392376958%	529,766,354,684,217,494,120,937,145
