['234', 3390]
['702', 1322]
['1135', 2246]
['2057', 2123]
['870', 4856]
['650', 4703]
['221', 3706]
['867', 2023]
['4653', 1264]
['2387', 1514]
['5096', 1081]
['2417', 1098]
['254', 10077]
['1531', 2071]
['2130', 1325]
['359', 1735]
['764', 2622]
['3003', 1962]
['531', 7052]
['508', 4530]
['993', 9231]
['489', 1172]
['4577', 1254]
['523', 2642]
['2041', 2074]
['710', 1145]
['233', 6468]
['2126', 1024]
['3411', 1076]
['23', 1084]
['376', 2494]
['1134', 2255]
['5408', 1383]
['2885', 1652]
['927', 2092]
['871', 2527]
['5192', 1059]
['3352', 1257]
['545', 1506]
['220', 5412]
['4238', 2558]
['5097', 1067]
['2416', 2075]
['1347', 1173]
['361', 10122]
['934', 7621]
['866', 5790]
['255', 8364]
['358', 6131]
['530', 2590]
['2258', 1496]
['848', 1031]
['509', 1962]
['488', 1975]
['1354', 991]
['3198', 1858]
['1490', 1963]
['1630', 1005]
['2442', 1389]
['1515', 2095]
['2129', 1173]
['335', 2780]
['2389', 1500]
['1609', 1386]
['1050', 2208]
['818', 1863]
['685', 1529]
['1700', 1192]
['4628', 1229]
['2059', 2610]
['99', 1563]
['494', 7507]
['568', 5975]
['1919', 1381]
['120', 1345]
['133', 1214]
['784', 3332]
['1775', 2634]
['115', 1410]
['2367', 1210]
['3724', 1060]
['2895', 1958]
['4831', 1110]
['11', 364065]
['3647', 1302]
['1069', 1334]
['506', 7178]
['1025', 6839]
['605', 1963]
['630', 1243]
['487', 1962]
['819', 1392]
['590', 5874]
['2443', 1155]
['648', 6123]
['2128', 1531]
['2858', 1173]
['4629', 1281]
['132', 1794]
['510', 2473]
['684', 1919]
['587', 4052]
['1631', 2047]
['622', 1959]
['1644', 8606]
['98', 1572]
['2872', 1768]
['1464', 4269]
['312', 3566]
['1921', 1935]
['114', 1806]
['507', 2697]
['631', 5428]
['1514', 2124]
['1774', 2095]
['288', 1965]
['334', 3375]
['1051', 1423]
['1738', 2146]
['3170', 1208]
['1024', 1319]
['108', 1269]
['1632', 1101]
['337', 2709]
['548', 1753]
['1052', 4454]
['513', 2526]
['687', 5107]
['1777', 1968]
['584', 7598]
['2888', 1524]
['621', 1964]
['1467', 1563]
['131', 4313]
['496', 4533]
['786', 2817]
['579', 3219]
['607', 1965]
['632', 6444]
['1863', 3525]
['4833', 1957]
['1517', 3468]
['1481', 3667]
['980', 1385]
['302', 1401]
['2817', 4149]
['795', 1618]
['504', 14546]
['1702', 1160]
['485', 1963]
['1703', 1008]
['2980', 1218]
['336', 2728]
['3297', 1482]
['1570', 2228]
['130', 2152]
['585', 2665]
['109', 2739]
['512', 12921]
['2', 42927]
['2889', 1129]
['2081', 1964]
['1646', 1987]
['808', 1003]
['1466', 2025]
['2261', 1289]
['1923', 1033]
['2298', 3054]
['787', 3622]
['633', 7277]
['4832', 1161]
['1710', 2149]
['686', 6182]
['2247', 1965]
['578', 1309]
['2993', 2850]
['981', 1263]
['303', 21246]
['2377', 2072]
['1956', 5932]
['1596', 1970]
['794', 1217]
['484', 1964]
['12', 5868]
['331', 3934]
['559', 1339]
['2864', 1260]
['999', 3290]
['4509', 1125]
['4439', 1028]
['137', 2892]
['28', 10111]
['1704', 1204]
['582', 5339]
['515', 2797]
['2086', 2686]
['490', 23225]
['1771', 1444]
['3315', 1971]
['502', 1960]
['528', 3754]
['4376', 1104]
['4835', 1618]
['1458', 2202]
['678', 5909]
['3139', 1420]
['986', 1759]
['1021', 1363]
['2356', 1370]
['601', 1024]
['1865', 2331]
['1564', 2146]
['793', 3219]
['483', 1968]
['829', 5935]
['3045', 1274]
['1406', 1470]
['330', 3712]
['558', 1883]
['1460', 1136]
['4614', 1039]
['2371', 1148]
['29', 1091]
['828', 1523]
['1716', 2699]
['583', 1023]
['514', 7402]
['316', 27852]
['14', 11607]
['2876', 1484]
['491', 7154]
['2267', 1019]
['136', 23679]
['1770', 5186]
['781', 2291]
['635', 1966]
['4834', 1756]
['529', 2902]
['4791', 1639]
['987', 17804]
['1529', 3031]
['305', 1575]
['1626', 1085]
['2357', 2635]
['1864', 2599]
['482', 3134]
['125', 1211]
['1566', 2212]
['1023', 3785]
['2985', 1964]
['2048', 1602]
['1539', 1624]
['333', 3473]
['3292', 1170]
['3317', 1964]
['2866', 1144]
['1496', 3366]
['492', 6843]
['135', 18313]
['7', 86898]
['658', 3004]
['17', 2437]
['2251', 2576]
['1463', 2104]
['126', 1570]
['1643', 1675]
['4837', 1458]
['1575', 1208]
['1078', 1969]
['6710', 1173]
['539', 2429]
['113', 1235]
['306', 5525]
['1056', 1778]
['1593', 1220]
['1485', 1287]
['603', 3833]
['5287', 1326]
['6636', 1012]
['1707', 3748]
['299', 1459]
['3419', 1367]
['332', 3620]
['2243', 2680]
['1637', 1966]
['4616', 1392]
['1888', 1744]
['1282', 1206]
['516', 3200]
['2409', 1192]
['6711', 1027]
['1871', 1498]
['2085', 2410]
['581', 1479]
['1772', 1787]
['2399', 1347]
['659', 5415]
['2874', 1964]
['1462', 2069]
['2265', 1004]
['134', 2179]
['314', 14842]
['1044', 4378]
['2939', 1561]
['4836', 1583]
['112', 2666]
['783', 1579]
['1714', 1761]
['2849', 1305]
['1417', 1414]
['307', 3101]
['1934', 1346]
['1484', 995]
['1057', 1964]
['1592', 1712]
['3258', 1417]
['810', 1358]
['296', 4837]
['102', 3706]
['555', 5720]
['19', 1166]
['91', 12248]
['612', 1963]
['1708', 1341]
['2280', 1180]
['2118', 1023]
['2024', 4257]
['1601', 1998]
['883', 1128]
['1726', 1196]
['3386', 1157]
['667', 10616]
['128', 1162]
['380', 3197]
['573', 5497]
['4981', 1520]
['2037', 1307]
['890', 1840]
['281', 7673]
['674', 1316]
['1906', 2526]
['825', 2921]
['472', 3190]
['638', 1969]
['3232', 1468]
['3206', 1042]
['2850', 1417]
['4733', 1478]
['1709', 2455]
['598', 5362]
['3387', 1238]
['554', 2176]
['1059', 1967]
['1639', 1547]
['2155', 2192]
['2281', 1539]
['2119', 1064]
['2025', 2087]
['103', 1037]
['882', 3814]
['666', 2540]
['2069', 1029]
['18', 5917]
['90', 22062]
['381', 1108]
['4759', 1030]
['1077', 3362]
['3390', 2397]
['1868', 2407]
['1600', 1939]
['217', 1969]
['2847', 2258]
['2292', 1039]
['675', 2449]
['2173', 1302]
['824', 2365]
['473', 6291]
['4045', 1324]
['812', 1165]
['1063', 1648]
['294', 32247]
['3384', 1074]
['827', 4296]
['2448', 2191]
['88', 3717]
['4684', 1029]
['3348', 2347]
['610', 1240]
['1885', 1658]
['629', 2157]
['2282', 1369]
['2457', 1936]
['1603', 1075]
['3230', 2374]
['801', 1965]
['665', 4503]
['214', 1423]
['2145', 3728]
['93', 1591]
['2026', 2967]
['382', 4185]
['1614', 1282]
['1049', 1694]
['2109', 1088]
['2035', 3332]
['5698', 1031]
['139', 3613]
['4060', 1994]
['470', 6172]
['1489', 1950]
['1629', 1350]
['2852', 1352]
['967', 1711]
['295', 1962]
['215', 21592]
['89', 7204]
['556', 1652]
['1884', 1390]
['3518', 1640]
['628', 1098]
['826', 2264]
['1602', 1614]
['2283', 2829]
['880', 1959]
['138', 35127]
['2456', 1311]
['4731', 1084]
['974', 4092]
['2157', 1084]
['1912', 1470]
['5686', 1040]
['3972', 1489]
['101', 1444]
['3129', 2084]
['1725', 1389]
['901', 4873]
['800', 3683]
['2034', 1186]
['677', 5182]
['1718', 1206]
['2171', 1027]
['563', 3423]
['471', 1181]
['1628', 2641]
['3385', 2988]
['1065', 5662]
['292', 4218]
['3553', 2389]
['106', 3764]
['2169', 1744]
['3456', 2503]
['616', 1960]
['1195', 1090]
['2019', 2175]
['2284', 2808]
['1605', 2109]
['1779', 1966]
['2150', 1805]
['2020', 1846]
['1612', 2013]
['564', 3064]
['807', 1966]
['2143', 2546]
['3210', 1107]
['160', 2250]
['960', 1571]
['397', 5625]
['5058', 1557]
['205', 21373]
['3988', 1188]
['212', 4113]
['119', 994]
['670', 8938]
['2176', 1033]
['821', 1249]
['1599', 1961]
['3383', 1132]
['815', 3084]
['4078', 1269]
['4737', 1554]
['3237', 1472]
['2168', 2097]
['1194', 1369]
['617', 1774]
['2018', 3694]
['1958', 1807]
['2285', 1328]
['3394', 3648]
['293', 1964]
['972', 1779]
['58', 2413]
['204', 3791]
['886', 1952]
['3974', 1236]
['662', 8448]
['5976', 1028]
['402', 3449]
['161', 2207]
['1648', 2905]
['2843', 1422]
['4', 78097]
['118', 3525]
['2177', 1710]
['104', 2406]
['438', 18910]
['1900', 1050]
['3960', 1024]
['799', 1968]
['588', 2824]
['290', 7876]
['885', 3664]
['1607', 1324]
['1610', 2251]
['661', 1382]
['1917', 1140]
['97', 1231]
['3212', 1300]
['5755', 1126]
['4990', 2328]
['672', 3427]
['1180', 1963]
['1197', 1008]
['474', 1795]
['3118', 1059]
['291', 1961]
['105', 1127]
['552', 1157]
['400', 4197]
['970', 5009]
['2452', 1281]
['4065', 1316]
['884', 1987]
['3235', 1638]
['817', 1941]
['1611', 1218]
['660', 2833]
['211', 4704]
['574', 1481]
['897', 14297]
['1071', 4089]
['673', 1363]
['206', 2125]
['3460', 1239]
['567', 2027]
['3378', 1067]
['1196', 1055]
['475', 1074]
['3473', 2210]
['1991', 1211]
['82', 1964]
['1', 197522]
['946', 1820]
['9', 1519]
['3243', 1703]
['2309', 1966]
['1436', 2472]
['458', 3168]
['3979', 1052]
['209', 1924]
['77', 43454]
['5102', 1247]
['2190', 2322]
['2103', 1564]
['1696', 1786]
['4512', 1007]
['3489', 1193]
['55', 65412]
['421', 2373]
['3603', 2150]
['726', 1369]
['731', 1262]
['1681', 1998]
['1858', 2106]
['1807', 2508]
['1257', 1277]
['2072', 5781]
['3682', 1403]
['3512', 1039]
['1437', 2468]
['4074', 1707]
['83', 32212]
['4988', 2018]
['3664', 1367]
['2061', 2022]
['2274', 1420]
['3826', 1960]
['54', 1960]
['4001', 1601]
['2331', 4306]
['2094', 3159]
['3501', 1519]
['3123', 2282]
['3376', 1001]
['2102', 1223]
['3835', 2313]
['3985', 1201]
['3758', 1134]
['5510', 1145]
['4966', 1782]
['727', 1178]
['2344', 1962]
['1680', 2413]
['730', 1970]
['1806', 2305]
['4416', 1008]
['690', 1103]
['2178', 1009]
['1373', 1793]
['423', 10967]
['3692', 1883]
['449', 1710]
['1830', 1969]
['1694', 2025]
['399', 2097]
['4675', 1164]
['1434', 1148]
['5100', 1046]
['3959', 1223]
['889', 2474]
['57', 1179]
['2332', 2599]
['3810', 1606]
['1544', 2233]
['3120', 1320]
['944', 1899]
['2062', 1182]
['3825', 1256]
['724', 1647]
['3788', 1183]
['3612', 1582]
['2192', 2170]
['1683', 1427]
['1816', 1144]
['1104', 1097]
['434', 5836]
['1113', 1169]
['3762', 1399]
['2808', 1032]
['4415', 1295]
['3458', 1692]
['4068', 2330]
['2181', 1668]
['2211', 1278]
['1805', 2236]
['1545', 2209]
['1848', 1521]
['435', 6397]
['3121', 1154]
['1435', 1132]
['2009', 1976]
['3374', 1848]
['448', 5197]
['1817', 2335]
['398', 1988]
['3824', 1222]
['5101', 2136]
['3666', 1057]
['1112', 1425]
['2276', 1072]
['4069', 1339]
['2979', 1221]
['2333', 1527]
['1682', 1674]
['691', 1175]
['1039', 1970]
['3680', 2239]
['1105', 1968]
['3613', 1480]
['56', 15752]
['1769', 3143]
['422', 3539]
['2070', 1901]
['1018', 3777]
['4426', 1961]
['432', 1553]
['3517', 2857]
['1692', 1797]
['4970', 1437]
['86', 8823]
['1836', 1529]
['3791', 1017]
['4721', 1365]
['942', 1671]
['1748', 4315]
['1362', 1941]
['73', 18749]
['51', 2021]
['1685', 2259]
['696', 1878]
['4673', 1344]
['1829', 2051]
['4660', 1151]
['1810', 5515]
['3504', 1127]
['4840', 1262]
['3764', 1961]
['3607', 2227]
['469', 2200]
['1803', 1065]
['734', 1117]
['2186', 1961]
['3992', 1739]
['1019', 5355]
['3516', 1049]
['2270', 1639]
['424', 3990]
['4315', 1957]
['1693', 2779]
['3347', 1962]
['1837', 1220]
['87', 18484]
['4395', 1091]
['2115', 1094]
['72', 1967]
['2335', 1421]
['50', 1445]
['697', 3884]
['3255', 2174]
['723', 1803]
['2029', 2247]
['3361', 1126]
['2160', 1755]
['468', 2119]
['5653', 1029]
['969', 1883]
['2159', 2138]
['3776', 1386]
['1811', 1538]
['4841', 1226]
['433', 1123]
['4755', 1100]
['2326', 1403]
['3765', 1115]
['4962', 1579]
['3695', 2116]
['2959', 1412]
['1802', 1394]
['1679', 1146]
['3766', 992]
['694', 2952]
['2163', 2392]
['3515', 1221]
['3388', 1048]
['1997', 4308]
['3638', 1910]
['3111', 1058]
['1834', 1595]
['2013', 1688]
['1690', 1725]
['1247', 1339]
['1009', 1258]
['2116', 1074]
['4006', 1047]
['71', 6643]
['2093', 2379]
['720', 1240]
['4756', 1410]
['3124', 1294]
['2196', 1857]
['2105', 1542]
['3209', 1580]
['4059', 1060]
['1812', 2326]
['3436', 1253]
['4662', 1561]
['4015', 1331]
['430', 1163]
['218', 88598]
['2206', 1197]
['1980', 2596]
['737', 17645]
['3605', 1155]
['2185', 1197]
['1687', 1113]
['3102', 1654]
['2273', 1763]
['1801', 2492]
['1541', 2177]
['2272', 1705]
['3208', 1210]
['3969', 1015]
['2948', 1189]
['2229', 1510]
['2342', 2436]
['1691', 2090]
['3437', 2349]
['2038', 1410]
['85', 8801]
['3910', 1121]
['1008', 1342]
['3820', 2291]
['978', 2116]
['185', 1888]
['2067', 2975]
['70', 1773]
['2012', 1753]
['52', 1967]
['2148', 1306]
['3257', 1799]
['6', 601374]
['3363', 1193]
['3103', 1134]
['4058', 2012]
['1101', 4798]
['1978', 1982]
['2162', 1426]
['2324', 1970]
['1556', 1243]
['1981', 1901]
['6760', 1087]
['2184', 1111]
['2214', 1866]
['3370', 1812]
['1686', 2463]
['49', 12702]
['4960', 1027]
['1800', 3355]
['431', 1006]
['344', 2138]
['1007', 1623]
['270', 2682]
['740', 1198]
['2226', 2482]
['3092', 1276]
['1304', 1176]
['450', 1436]
['379', 9783]
['146', 1960]
['928', 1777]
['5098', 1097]
['1652', 2992]
['245', 3042]
['1014', 2082]
['1348', 1125]
['4321', 1616]
['775', 5247]
['832', 2720]
['1744', 1029]
['1119', 1710]
['1825', 1240]
['1177', 1963]
['443', 1751]
['151', 5276]
['1429', 1145]
['465', 2934]
['357', 7212]
['3805', 1001]
['263', 1856]
['1559', 2872]
['1850', 1971]
['1384', 1669]
['753', 3316]
['2954', 2217]
['2231', 1610]
['1164', 1967]
['3197', 3775]
['46', 8827]
['869', 2770]
['345', 1056]
['5099', 1011]
['3589', 1959]
['741', 1884]
['1305', 2478]
['3804', 3192]
['378', 11508]
['2300', 2907]
['1349', 1067]
['3871', 1172]
['271', 2155]
['323', 1961]
['774', 2093]
['3620', 1961]
['1143', 1531]
['1316', 1151]
['1824', 2065]
['929', 1363]
['833', 1457]
['442', 2830]
['738', 3785]
['464', 3056]
['356', 4364]
['262', 2165]
['1293', 1221]
['244', 1050]
['1756', 1956]
['1033', 1264]
['47', 1334]
['1118', 1990]
['1428', 1347]
['1688', 2341]
['1140', 2791]
['2826', 3811]
['1236', 1352]
['3090', 1960]
['845', 6176]
['144', 4083]
['1225', 1348]
['1838', 6465]
['2303', 4421]
['261', 3417]
['777', 7556]
['1827', 1345]
['830', 1412]
['3', 450031]
['4194', 1107]
['1395', 1610]
['153', 2830]
['62', 2853]
['1030', 4326]
['467', 4140]
['39', 3876]
['452', 5130]
['355', 2267]
['768', 2712]
['3483', 1276]
['247', 4541]
['258', 3262]
['1166', 2699]
['44', 2577]
['1941', 2292]
['347', 2382]
['1651', 1125]
['699', 1836]
['273', 17177]
['152', 5947]
['1174', 2346]
['1754', 2868]
['1839', 3113]
['1141', 5688]
['1138', 4525]
['453', 3554]
['1017', 1964]
['354', 5565]
['2232', 1215]
['776', 2746]
['831', 1603]
['259', 8150]
['1581', 1966]
['938', 2675]
['38', 1945]
['3187', 2371]
['769', 1088]
['321', 9559]
['260', 7282]
['857', 2290]
['246', 8642]
['145', 7672]
['45', 6581]
['1656', 1500]
['241', 3064]
['744', 3133]
['2279', 1001]
['3632', 1015]
['155', 11494]
['142', 7322]
['3669', 1081]
['6239', 1015]
['3719', 1096]
['836', 1675]
['1960', 4025]
['326', 2772]
['771', 1127]
['1146', 2496]
['3492', 1838]
['64', 48262]
['1036', 1027]
['4242', 1232]
['461', 2454]
['1090', 1293]
['1818', 2413]
['353', 2404]
['3957', 2172]
['238', 1636]
['1855', 1955]
['2821', 2042]
['1002', 1067]
['842', 1895]
['275', 1969]
['2942', 1540]
['1752', 2030]
['154', 4210]
['2304', 1685]
['446', 23270]
['455', 5357]
['3875', 1004]
['1011', 2261]
['327', 2645]
['770', 1595]
['2977', 1045]
['837', 3582]
['4597', 1863]
['266', 4925]
['1147', 1579]
['3945', 1611]
['1741', 1614]
['1037', 4386]
['460', 1040]
['3181', 1971]
['1671', 1150]
['1338', 1237]
['1327', 1285]
['240', 3148]
['756', 1281]
['2951', 1056]
['2234', 1959]
['43', 2877]
['239', 1636]
['342', 2120]
['719', 2954]
['2310', 2480]
['3955', 1756]
['276', 4915]
['1214', 1311]
['2941', 2902]
['1751', 5923]
['1001', 1751]
['229', 10034]
['1698', 1535]
['140', 3221]
['324', 5422]
['773', 5583]
['834', 1223]
['1144', 6185]
['1823', 1950]
['368', 3622]
['445', 3005]
['3919', 1257]
['351', 2192]
['265', 7054]
['841', 1082]
['852', 1815]
['243', 1002]
['2952', 6933]
['1034', 3321]
['1162', 1616]
['40', 24082]
['444', 1685]
['1655', 1308]
['747', 9368]
['1170', 1036]
['879', 3979]
['1000', 2266]
['228', 2419]
['1699', 1499]
['141', 3341]
['1660', 1744]
['325', 2805]
['772', 4833]
['78', 2656]
['1765', 1813]
['1145', 2309]
['835', 1550]
['369', 1860]
['1743', 1491]
['462', 1076]
['350', 2879]
['1857', 3554]
['1035', 3664]
['2975', 1070]
['242', 2405]
['2953', 3489]
['729', 2919]
['156', 1630]
['41', 4933]
['1808', 4778]
['6333', 1002]
[['1056', '1934'], 4312311]
[['3589', '120'], 4330311]
[['72', '2034'], 4315310]
[['2344', '375'], 4308710]
[['1830', '4315'], 4392511]
[['1039', '2012'], 4372310]
[['1017', '227'], 4340510]
[['3826', '5698'], 4299110]
[['3620', '2885'], 4361211]
[['4315', '808'], 4295911]
[['1596', '2162'], 4339511]
[['2344', '1113'], 4313011]
[['52', '1834'], 4356111]
[['288', '1629'], 4331411]
[['1105', '4415'], 4326211]
[['3764', '601'], 4298510]
[['3517', '3826'], 4481611]
[['1830', '293'], 4393310]
[['1177', '375'], 4308711]
[['2324', '4242'], 4320111]
[['72', '1051'], 4339010]
[['2344', '2866'], 4310610]
[['849', '359'], 4369511]
[['605', '1539'], 4358611]
[['607', '3118'], 4302311]
[['1078', '2069'], 4299711]
[['485', '4684'], 4299111]
[['295', '741'], 4384511]
[['1105', '621'], 4393111]
[['288', '5094'], 4301611]
[['535', '2889'], 4309211]
[['3001', '5096'], 4304210]
[['1599', '3501'], 4348010]
[['1180', '2888'], 4348611]
[['880', '6239'], 4297311]
[['617', '1630'], 4277811]
[['535', '2171'], 4299011]
[['5565', '2127'], 4245210]
[['1490', '2852'], 4331411]
[['535', '3209'], 4354311]
[['635', '5094'], 4301810]
[['217', '3317'], 4393211]
[['485', '2456'], 4327311]
[['1830', '1779'], 4393411]
[['1777', '2267'], 4298611]
[['5565', '810'], 4280210]
[['251', '1353'], 4278910]
[['5565', '214'], 4286710]
[['295', '1827'], 4330611]
[['487', '673'], 4332411]
[['5565', '3758'], 4257711]
[['3620', '3666'], 4301711]
[['616', '475'], 4303410]
[['52', '5565'], 4341011]
[['833', '5565'], 4290011]
[['291', '1196'], 4301511]
[['759', '1105'], 4447510]
[['3317', '1629'], 4331311]
[['483', '3152'], 4302810]
[['3764', '2452'], 4324111]
[['288', '4065'], 4328011]
[['251', '3045'], 4304510]
[['849', '5976'], 4298811]
[['295', '769'], 4304911]
[['2081', '119'], 4295810]
[['1779', '132'], 4375911]
[['3589', '5096'], 4304010]
[['3764', '4836'], 4354410]
[['54', '1871'], 4345711]
[['251', '1434'], 4291811]
[['1017', '883'], 4309111]
[['2324', '3118'], 4302811]
[['2344', '2888'], 4348511]
[['928', '1556'], 4302010]
[['2186', '502'], 4392011]
[['849', '1434'], 4310811]
[['616', '5097'], 4302710]
[['643', '2412'], 4302511]
[['3001', '4500'], 4299210]
[['1180', '4737'], 4351611]
[['3315', '2285'], 4329811]
[['1105', '552'], 4312411]
[['130', '643'], 4411711]
[['3001', '4832'], 4312111]
[['2186', '2048'], 4356211]
[['622', '6239'], 4297311]
[['643', '3258'], 4338211]
[['288', '731'], 4322710]
[['2081', '1607'], 4328711]
[['2895', '4442'], 4297511]
[['217', '3387'], 4320611]
[['1017', '1316'], 4311411]
[['643', '3985'], 4316611]
[['3001', '449'], 4367011]
[['3001', '3374'], 4380811]
[['3317', '6711'], 4299110]
[['3764', '19'], 4312611]
[['643', '3669'], 4304710]
[['4426', '4395'], 4305111]
[['217', '3237'], 4344011]
[['1017', '1651'], 4308811]
[['849', '4960'], 4298810]
[['3315', '552'], 4312711]
[['1855', '1467'], 4351711]
[['1180', '2367'], 4317211]
[['3764', '3378'], 4302810]
[['485', '1196'], 4301810]
[['4426', '5287'], 4328611]
[['293', '1626'], 4304811]
[['2344', '4500'], 4299211]
[['3589', '2399'], 4330511]
[['502', '3969'], 4297411]
[['4426', '2116'], 4303510]
[['1777', '243'], 4297010]
[['217', '2171'], 4299610]
[['2344', '4737'], 4351511]
[['323', '6333'], 4296211]
[['554', '2081'], 4413911]
[['4426', '5510'], 4310511]
[['288', '3374'], 4381211]
[['612', '4841'], 4318811]
[['3123', '2081'], 4424610]
[['54', '2395'], 4313911]
[['638', '1704'], 4317211]
[['3001', '1568'], 4341911]
[['978', '4426'], 4407710]
[['799', '1671'], 4311711]
[['3764', '3724'], 4302011]
[['3315', '2178'], 4297911]
[['2081', '2123'], 4312311]
[['509', '581'], 4344011]
[['3589', '1718'], 4316411]
[['507', '749'], 4465911]
[['1850', '1002'], 4303810]
[['585', '622'], 4462311]
[['1596', '3170'], 4317711]
[['52', '2442'], 4335511]
[['617', '3960'], 4279810]
[['1017', '2069'], 4299310]
[['2081', '2127'], 4297111]
[['2247', '2948'], 4315410]
[['749', '4395'], 4305410]
[['884', '605'], 4394911]
[['2186', '6333'], 4296310]
[['2186', '1592'], 4367211]
[['488', '108'], 4324410]
[['2009', '50'], 4342011]
[['487', '3969'], 4297710]
[['3347', '741'], 4384610]
[['1779', '685'], 4349411]
[['1581', '2951'], 4302210]
[['1599', '3232'], 4342811]
[['52', '4837'], 4342411]
[['72', '967'], 4367711]
[['2247', '740'], 4316310]
[['612', '1090'], 4325511]
[['1855', '3333'], 4357611]
[['1056', '4395'], 4286811]
[['2324', '1347'], 4314211]
[['3003', '980'], 4334611]
[['1039', '929'], 4333211]
[['1057', '2852'], 4331511]
[['1855', '3719'], 4305110]
[['1180', '6711'], 4299010]
[['1164', '4597'], 4382911]
[['1177', '1725'], 4335111]
[['3315', '3776'], 4335710]
[['485', '450'], 4339811]
[['3001', '541'], 4347311]
[['485', '3111'], 4302011]
[['54', '833'], 4341710]
[['288', '2184'], 4307511]
[['2155', '1177'], 4415411]
[['2135', '3347'], 4400010]
[['1057', '616'], 4392311]
[['3620', '702'], 4328310]
[['3607', '1017'], 4419011]
[['3764', '583'], 4298410]
[['2344', '4065'], 4327711]
[['4426', '2279'], 4296210]
[['217', '3361'], 4309510]
[['488', '1197'], 4298211]
[['1164', '852'], 4378111]
[['1017', '4059'], 4302410]
[['1779', '113'], 4320110]
[['616', '108'], 4322910]
[['3620', '833'], 4341711]
[['1599', '1024'], 4327911]
[['52', '3103'], 4310110]
[['1078', '1614'], 4325011]
[['532', '2942'], 4349811]
[['1105', '115'], 4337711]
[['2309', '3969'], 4298011]
[['1855', '1195'], 4304411]
[['2061', '3003'], 4398410]
[['3826', '1350'], 4305811]
[['612', '883'], 4309011]
[['217', '3209'], 4354910]
[['1017', '5100'], 4300911]
[['3589', '2335'], 4337911]
[['3826', '381'], 4306810]
[['3347', '834'], 4318411]
[['1777', '1683'], 4339411]
[['1596', '3139'], 4338911]
[['1017', '991'], 4304911]
[['2342', '3003'], 4439711]
[['928', '1632'], 4287711]
[['2895', '243'], 4295911]
