['234', 3390]
['259', 8150]
['938', 2675]
['3187', 2371]
['321', 9559]
['260', 7282]
['857', 2290]
['246', 8642]
['145', 7672]
['45', 6581]
['241', 3064]
['744', 3133]
['155', 11494]
['142', 7322]
['1960', 4025]
['326', 2772]
['1146', 2496]
['64', 48262]
['461', 2454]
['1818', 2413]
['353', 2404]
['3957', 2172]
['2821', 2042]
['1752', 2030]
['154', 4210]
['446', 23270]
['455', 5357]
['1011', 2261]
['327', 2645]
['837', 3582]
['266', 4925]
['1037', 4386]
['240', 3148]
['43', 2877]
['342', 2120]
['719', 2954]
['2310', 2480]
['276', 4915]
['2941', 2902]
['1751', 5923]
['229', 10034]
['140', 3221]
['324', 5422]
['773', 5583]
['1144', 6185]
['368', 3622]
['445', 3005]
['351', 2192]
['265', 7054]
['2952', 6933]
['1034', 3321]
['40', 24082]
['747', 9368]
['879', 3979]
['1000', 2266]
['228', 2419]
['141', 3341]
['325', 2805]
['772', 4833]
['78', 2656]
['1145', 2309]
['350', 2879]
['1857', 3554]
['1035', 3664]
['242', 2405]
['2953', 3489]
['729', 2919]
['41', 4933]
['1808', 4778]
[['777', '1751'], 513442237]
[['71', '18'], 512527233]
[['590', '588'], 48675223]
[['648', '2377'], 48178217]
[['590', '2124'], 510066226]
[['152', '590'], 511796225]
[['5', '530'], 48504216]
[['5', '2024'], 510160227]
[['5', '118'], 49434221]
[['5', '2159'], 4806117]
[['134', '2159'], 44301216]
[['1541', '468'], 44276220]
[['5', '837'], 49490222]
[['3517', '17'], 45284210]
[['152', '1118'], 47927210]
[['1980', '1146'], 45069223]
[['648', '371'], 49200218]
[['18', '1305'], 48380215]
[['590', '399'], 47958213]
[['1570', '1050'], 44420216]
[['2377', '1978'], 44035219]
[['648', '857'], 48396217]
[['706', '1050'], 44702218]
[['17', '24'], 4475819]
[['152', '442'], 4876819]
[['104', '398'], 44376218]
[['3607', '1545'], 44417219]
[['152', '658'], 48936215]
[['152', '706'], 48448211]
[['152', '37'], 49907225]
[['1529', '1463'], 45115220]
[['18', '1754'], 48766219]
[['1751', '337'], 48615217]
[['590', '2163'], 48255211]
[['1751', '1801'], 48400215]
[['421', '1631'], 44401219]
[['1751', '884'], 47899211]
[['231', '17'], 46822220]
[['46', '590'], 514652249]
[['1751', '370'], 49283218]
[['17', '328'], 4442417]
[['1644', '152'], 514506247]
[['1738', '1978'], 44111217]
[['590', '688'], 49854224]
[['590', '2057'], 47985212]
[['152', '331'], 49858223]
[['590', '130'], 4801719]
[['144', '17'], 46503217]
[['17', '1566'], 44636213]
[['18', '342'], 4802819]
[['1541', '2057'], 44279221]
[['152', '421'], 48307213]
[['3957', '1978'], 44140214]
[['590', '657'], 4788918]
[['648', '329'], 49676226]
[['435', '152'], 512308236]
[['2136', '1541'], 44430219]
[['2403', '17'], 45494216]
[['1541', '657'], 44181219]
[['3351', '498'], 45166223]
[['5', '499'], 511156226]
[['2029', '1541'], 44404220]
[['1751', '2243'], 48585218]
[['152', '523'], 48572217]
[['590', '861'], 47971219]
[['18', '974'], 49989220]
[['3820', '1978'], 44259214]
[['590', '1519'], 48899218]
[['648', '220'], 511496239]
[['2155', '1978'], 44157217]
[['1050', '1531'], 44262217]
[['632', '17'], 48857224]
[['648', '567'], 48131219]
[['336', '3553'], 45104213]
[['152', '1436'], 48404215]
[['491', '5'], 513044240]
[['152', '3680'], 48171215]
[['152', '744'], 49057223]
[['18', '885'], 49556225]
[['826', '1050'], 44459213]
[['1751', '51'], 47934210]
[['3437', '1155'], 44442218]
[['4238', '4990'], 44866220]
[['152', '515'], 48730214]
[['152', '3456'], 48433217]
[['1818', '1545'], 44604218]
[['1601', '398'], 43967219]
[['152', '1868'], 48336218]
[['648', '1518'], 49173214]
[['590', '380'], 49054217]
[['1751', '351'], 4810718]
[['5', '1806'], 4822817]
[['590', '240'], 49006216]
[['648', '3680'], 48341221]
[['1463', '1978'], 44072214]
[['399', '1531'], 44148220]
[['5', '753'], 49225221]
[['4238', '2192'], 44708220]
[['989', '17'], 45336213]
[['306', '17'], 47942220]
[['1751', '2042'], 48136214]
[['5', '1941'], 48210212]
[['152', '3385'], 48912223]
[['1751', '776'], 48649220]
[['564', '17'], 45483218]
[['18', '2332'], 48501215]
[['1751', '3155'], 48179212]
[['590', '2283'], 48687216]
[['648', '445'], 49102226]
[['567', '1978'], 43993216]
[['1751', '554'], 48084215]
[['152', '1531'], 48008210]
[['17', '1570'], 44650215]
[['648', '3820'], 48399215]
[['3351', '2448'], 44769220]
[['152', '253'], 49413222]
[['1050', '1694'], 44215218]
[['152', '333'], 49400220]
[['744', '17'], 4556119]
[['1751', '787'], 49530215]
[['590', '2136'], 4814115]
[['916', '152'], 514883253]
[['1014', '1978'], 44048216]
[['153', '1980'], 45405221]
[['17', '3262'], 44778217]
[['290', '590'], 513696254]
[['17', '2190'], 4475019]
[['648', '1956'], 512016239]
[['648', '2124'], 510310231]
[['1693', '1978'], 44742219]
[['5', '1515'], 48015210]
[['2163', '1050'], 44579221]
[['130', '1978'], 44118216]
[['2133', '17'], 4515118]
[['5', '1601'], 4792117]
[['89', '5'], 513091243]
[['5', '104'], 48323213]
[['5', '3695'], 48031215]
[['1980', '675'], 45024221]
[['5', '2954'], 4813918]
[['2067', '1978'], 44940217]
[['18', '2093'], 48286210]
[['3416', '1978'], 44458214]
[['5', '266'], 510829226]
[['86', '17'], 511216221]
[['152', '2284'], 48743212]
[['18', '3804'], 49087222]
[['46', '152'], 514728246]
[['17', '4507'], 44782212]
[['590', '889'], 48329219]
[['3553', '4068'], 44697222]
[['1050', '130'], 44340220]
[['152', '867'], 47955215]
[['246', '648'], 514706259]
[['18', '1863'], 49419223]
[['1496', '17'], 4579419]
[['2954', '134'], 44377219]
[['5', '1131'], 510805231]
[['17', '1978'], 4441415]
[['1545', '554'], 44368217]
[['18', '159'], 4813816]
[['18', '1839'], 49006224]
[['590', '1997'], 510165217]
[['781', '1050'], 44480219]
[['689', '1050'], 45110220]
[['152', '2061'], 47956213]
[['152', '781'], 48225213]
[['152', '2026'], 48892222]
[['152', '1050'], 48141214]
[['3390', '1978'], 44363216]
[['152', '689'], 48858211]
[['2226', '1011'], 44722221]
[['152', '930'], 48641225]
[['18', '1601'], 47900215]
[['2019', '1978'], 4414819]
[['648', '2057'], 48230216]
[['590', '585'], 48524215]
[['421', '1174'], 44702217]
[['18', '338'], 511309227]
[['18', '719'], 48849222]
[['152', '312'], 49499214]
[['590', '869'], 48630214]
[['91', '2298'], 515277225]
[['2821', '1978'], 44010214]
[['2163', '1978'], 44361213]
[['152', '829'], 511856226]
[['152', '1077'], 49286223]
[['1980', '4990'], 44909215]
[['2243', '554'], 44835221]
[['241', '1544'], 45275222]
[['134', '1601'], 44160217]
[['17', '1646'], 44413211]
[['21', '5'], 514643250]
[['603', '17'], 46247223]
[['648', '688'], 510099228]
[['1980', '2168'], 44674219]
[['152', '2283'], 48764212]
[['18', '336'], 48628217]
[['18', '3129'], 4799417]
[['590', '529'], 48760216]
[['5', '336'], 48635223]
[['590', '1174'], 48199221]
[['648', '1519'], 49152214]
[['1857', '1978'], 45519217]
[['648', '3473'], 48312221]
[['152', '1956'], 511840239]
[['1050', '867'], 44211220]
[['2226', '3141'], 44926224]
[['1545', '469'], 44391218]
[['152', '775'], 511168226]
[['687', '17'], 47530214]
[['21', '18'], 514630250]
[['91', '516'], 515419229]
[['17', '824'], 44792210]
[['240', '1050'], 45338218]
[['18', '1610'], 48156212]
[['590', '573'], 511345226]
[['1519', '1524'], 45723225]
[['3155', '1545'], 44459218]
[['590', '43'], 48736215]
[['152', '2251'], 48505218]
[['1050', '763'], 44281216]
[['399', '763'], 44166220]
[['112', '1978'], 44633215]
[['1524', '1978'], 4467819]
[['1535', '1050'], 44859218]
[['152', '763'], 48023213]
[['18', '296'], 510718236]
[['1980', '1462'], 44649216]
[['5', '347'], 48298214]
[['152', '978'], 4805617]
[['152', '1535'], 48596220]
[['353', '3603'], 44534220]
[['2143', '17'], 44966217]
[['5', '534'], 510583227]
[['152', '2416'], 48007215]
[['18', '1544'], 4814119]
[['337', '1801'], 45177224]
[['1544', '4058'], 44230215]
[['152', '1140'], 48721217]
[['265', '1751'], 512923254]
[['18', '1155'], 48007221]
[['1174', '1531'], 44400217]
[['1801', '884'], 44462217]
[['648', '1464'], 510357235]
[['152', '3473'], 4814918]
[['399', '2061'], 44099220]
[['152', '1769'], 49059231]
[['152', '399'], 48032212]
[['648', '2136'], 48380215]
[['17', '858'], 44473211]
[['582', '17'], 47756220]
[['1751', '2168'], 4801119]
[['18', '1812'], 48229214]
[['590', '885'], 49516222]
[['1751', '1101'], 510700221]
[['648', '12'], 511940251]
[['1751', '675'], 48355217]
[['1751', '236'], 49404219]
[['1751', '1168'], 48881214]
[['2847', '2448'], 44429220]
[['5', '335'], 48687223]
[['5', '826'], 48183211]
[['590', '1754'], 48722220]
[['5', '3197'], 49683222]
[['585', '1050'], 44855218]
[['5', '1037'], 510288228]
[['230', '1751'], 514012234]
[['590', '2332'], 48457216]
[['91', '3187'], 514600219]
[['371', '3553'], 45464220]
[['590', '370'], 49236216]
[['71', '590'], 512475242]
[['584', '1751'], 513470251]
[['355', '1978'], 44233216]
[['3553', '1805'], 44605220]
[['648', '3390'], 48502218]
[['1751', '744'], 49041215]
[['265', '648'], 513124253]
[['1174', '1050'], 44537217]
[['1751', '1462'], 47980212]
[['590', '109'], 48603210]
[['648', '1140'], 48895219]
[['1541', '554'], 44335218]
[['1751', '587'], 49948227]
[['327', '1775'], 45256223]
[['18', '4990'], 48229216]
[['18', '2310'], 48386211]
[['590', '1305'], 48341211]
[['1751', '398'], 4790516]
[['1754', '421'], 45219222]
[['1752', '1978'], 43997215]
[['648', '2284'], 48912219]
[['2226', '1709'], 44915222]
[['421', '1463'], 44457220]
[['644', '1751'], 514538258]
[['1980', '376'], 45066224]
[['62', '1980'], 45426223]
[['1686', '17'], 44890210]
[['2243', '2155'], 44851221]
[['1980', '1858'], 44681221]
[['43', '1050'], 45064221]
[['5', '2403'], 48989214]
[['1707', '17'], 46174211]
[['1751', '1812'], 48233216]
[['1751', '356'], 510266221]
[['18', '901'], 510765225]
[['590', '3155'], 48120222]
[['531', '1751'], 512935240]
[['5', '1570'], 4814919]
[['2226', '2085'], 44876216]
[['18', '1141'], 511570235]
[['5', '1770'], 511085231]
[['142', '152'], 513225244]
[['1545', '3957'], 44364217]
[['281', '590'], 513509238]
[['879', '17'], 46399217]
[['2952', '1751'], 512811245]
[['421', '2377'], 44428217]
[['5', '1694'], 4794718]
[['590', '342'], 47980214]
[['1751', '825'], 48828216]
[['1980', '1456'], 44924216]
[['5', '694'], 48866216]
[['1980', '839'], 44606218]
[['3155', '1541'], 44425220]
[['648', '1769'], 49235231]
[['590', '2042'], 4809318]
[['152', '879'], 49894232]
[['91', '464'], 515276228]
[['1751', '1141'], 511582229]
[['1155', '2377'], 44164219]
[['1751', '3607'], 48138212]
[['350', '1545'], 45066222]
[['1751', '1030'], 510228221]
[['17', '160'], 44669218]
[['1775', '1680'], 45023224]
[['18', '2192'], 4807918]
[['3437', '161'], 44536220]
[['590', '974'], 49939227]
[['1751', '4990'], 48236215]
[['1801', '1541'], 44648221]
[['648', '312'], 49659230]
[['1751', '137'], 48805210]
[['3351', '1458'], 44784216]
[['3456', '1155'], 44596218]
[['1751', '3553'], 48291221]
[['648', '2067'], 49074224]
[['1155', '567'], 44118220]
[['91', '1864'], 514824223]
[['152', '467'], 510069218]
[['526', '270'], 45583226]
[['17', '421'], 44800210]
[['152', '525'], 49671223]
[['1751', '4988'], 4793219]
[['1868', '3262'], 44745220]
[['1751', '43'], 48780220]
[['2093', '421'], 44729223]
[['152', '1906'], 48455218]
[['257', '399'], 44936218]
[['590', '1610'], 48107218]
[['507', '2243'], 45353224]
[['648', '331'], 510023234]
[['1751', '677'], 511072233]
[['5', '1050'], 48127211]
[['1863', '17'], 45946216]
[['5', '380'], 49107220]
[['5', '588'], 4874618]
[['152', '257'], 48786218]
[['5', '2163'], 48310212]
[['46', '5'], 514706251]
[['590', '1839'], 48970217]
[['134', '1514'], 44282221]
[['421', '2019'], 44529219]
[['5', '240'], 49063215]
[['1751', '2059'], 48517216]
[['1751', '271'], 48067211]
[['1751', '869'], 48672221]
[['18', '2300'], 48805219]
[['1868', '4507'], 44741223]
[['590', '1544'], 48090217]
[['1824', '398'], 44035218]
[['657', '398'], 43994217]
[['1751', '376'], 48402215]
[['3553', '884'], 44359217]
[['648', '1463'], 48215212]
[['109', '1050'], 44930217]
[['45', '648'], 512643261]
[['1529', '706'], 45519224]
[['18', '1518'], 4897219]
[['5', '130'], 48070212]
[['706', '1544'], 44728217]
[['1865', '1978'], 44297216]
[['18', '2024'], 510143231]
[['3456', '1544'], 44718218]
[['648', '3155'], 48370221]
[['1544', '1531'], 44288216]
[['738', '2243'], 46440225]
[['1751', '529'], 48796229]
[['1751', '482'], 49039218]
[['152', '131'], 510241219]
[['78', '1980'], 45233219]
[['152', '469'], 48130217]
[['18', '1138'], 510415227]
[['590', '2093'], 48242211]
[['1751', '1014'], 47992213]
[['1751', '793'], 49121221]
[['768', '1978'], 44677217]
[['1168', '1801'], 45440224]
[['17', '1155'], 4454216]
[['18', '371'], 48991221]
[['2847', '328'], 44233219]
[['1751', '4068'], 48231222]
[['882', '3553'], 46180223]
[['5', '781'], 48207214]
[['1754', '1050'], 45059217]
[['338', '17'], 47838218]
[['134', '927'], 44252219]
[['152', '2093'], 48313213]
[['1751', '2821'], 47951214]
[['1751', '4238'], 48466215]
[['152', '5'], 511829248]
[['2847', '1570'], 44471215]
[['1545', '2168'], 44293213]
[['152', '134'], 48108218]
[['336', '17'], 45155210]
[['261', '17'], 45843211]
[['3553', '2057'], 44491221]
[['1437', '1978'], 44434216]
[['18', '276'], 510798234]
[['1751', '5092'], 48049220]
[['590', '3804'], 49049217]
[['1751', '372'], 49817216]
[['1754', '1140'], 45633226]
[['112', '421'], 45018221]
[['1751', '88'], 49618222]
[['18', '329'], 49482214]
[['18', '220'], 511287242]
[['91', '398'], 514220216]
[['648', '1605'], 48212220]
[['3129', '1978'], 44055211]
[['540', '5'], 513595245]
[['5', '3141'], 48386212]
[['332', '17'], 46045212]
[['762', '18'], 513944244]
[['1801', '2168'], 44573216]
[['18', '800'], 49582218]
[['161', '206'], 44311221]
[['1751', '528'], 49644233]
[['590', '1529'], 48887218]
[['1960', '17'], 46446216]
[['1751', '2941'], 48802223]
[['1529', '2143'], 45556221]
[['5', '527'], 48517215]
[['18', '499'], 511145224]
[['242', '1978'], 44372215]
[['648', '1436'], 48576219]
[['2019', '1155'], 44265221]
[['152', '1960'], 49951221]
[['5', '498'], 48508213]
[['527', '353'], 44984222]
[['5', '2283'], 48742217]
[['18', '672'], 49327217]
[['18', '1517'], 49366219]
[['18', '102'], 49598225]
[['590', '1906'], 48380220]
[['17', '1000'], 44691212]
[['494', '18'], 513386238]
[['871', '1978'], 44492217]
[['1050', '342'], 44318210]
[['152', '2018'], 49622219]
[['1751', '1034'], 49226218]
[['590', '719'], 48810218]
[['776', '3553'], 45113222]
[['1751', '1456'], 48253214]
[['648', '422'], 49630232]
[['648', '2042'], 48331219]
[['1751', '2145'], 49629222]
[['1751', '839'], 47940211]
[['152', '1000'], 4820518]
[['17', '159'], 44645219]
[['1545', '1462'], 44264214]
[['4238', '1805'], 44773221]
[['2136', '398'], 44243217]
[['1857', '1545'], 45744219]
[['1751', '889'], 48382215]
[['397', '17'], 48040222]
[['18', '434'], 511723230]
[['590', '3129'], 4795018]
[['2377', '51'], 44077216]
[['3553', '657'], 44397215]
[['539', '1570'], 44639218]
[['648', '507'], 48797223]
[['3351', '2168'], 44675220]
[['18', '1564'], 48053210]
[['152', '1610'], 48178220]
[['5', '1507'], 510230220]
[['1801', '1462'], 44541220]
[['4990', '1545'], 44521216]
[['5', '399'], 48016211]
[['1751', '1858'], 48012217]
[['1751', '270'], 48594211]
[['17', '3603'], 4457918]
[['3262', '2847'], 44595221]
[['644', '590'], 514494253]
[['18', '1980'], 48502211]
[['590', '236'], 49354220]
[['648', '999'], 49381232]
[['845', '648'], 512253246]
[['5', '585'], 48584211]
[['1545', '4988'], 44207220]
[['5', '573'], 511401226]
[['2093', '1050'], 44573214]
[['290', '5'], 513753253]
[['590', '4990'], 48188214]
[['230', '590'], 513955242]
[['5', '869'], 48685215]
[['5', '43'], 48791216]
[['590', '1141'], 511536226]
[['17', '51'], 44448210]
[['2226', '4058'], 44474220]
[['421', '1812'], 44680219]
[['590', '2192'], 48024220]
[['18', '1481'], 49563221]
[['827', '17'], 46711222]
[['648', '539'], 48532220]
[['686', '18'], 512064235]
[['590', '1168'], 48826220]
[['18', '882'], 49717214]
[['531', '590'], 512891235]
[['1800', '17'], 45778214]
[['421', '2192'], 44523220]
[['1980', '1145'], 44885220]
[['1140', '336'], 45495224]
[['18', '453'], 49455216]
[['590', '1812'], 48186214]
[['2251', '1544'], 44794215]
[['648', '2847'], 48364217]
[['1801', '4988'], 44493217]
[['648', '1034'], 49421223]
[['4238', '554'], 44717217]
[['689', '1544'], 45134221]
[['1544', '2416'], 44293215]
[['1544', '3473'], 44430213]
[['18', '2941'], 48799220]
[['376', '1545'], 44681222]
[['2093', '399'], 44456220]
[['648', '1612'], 48119217]
[['18', '2136'], 48172217]
[['18', '688'], 49902219]
[['2136', '206'], 44376221]
[['18', '657'], 47929211]
[['18', '2124'], 510107228]
[['91', '5101'], 514365219]
[['152', '228'], 48350216]
[['1801', '1858'], 44578220]
[['5', '363'], 510094223]
[['2243', '17'], 45101216]
[['1839', '1140'], 45880224]
[['5', '2059'], 48526214]
[['18', '677'], 511068231]
[['590', '2357'], 48493216]
[['326', '17'], 45199210]
[['648', '631'], 511514237]
[['18', '1519'], 4895119]
[['5', '529'], 48814218]
[['442', '3553'], 45198221]
[['18', '2817'], 510039227]
[['18', '861'], 48023210]
[['152', '326'], 48698221]
[['18', '2057'], 4803119]
[['1812', '1541'], 44485218]
[['1541', '2168'], 44261213]
[['4990', '1541'], 44488217]
[['18', '400'], 510088226]
[['3607', '1541'], 44383221]
[['590', '825'], 48777218]
[['17', '228'], 44837219]
[['18', '1774'], 47998214]
[['1524', '2042'], 44911221]
[['5', '889'], 48390214]
[['336', '1775'], 45337225]
[['590', '2310'], 48343211]
[['1456', '1545'], 44533220]
[['1524', '2243'], 45366219]
[['648', '4058'], 48121214]
[['1545', '839'], 44222215]
[['5', '1997'], 510214224]
[['1524', '51'], 44707219]
[['1544', '763'], 44309213]
[['648', '1018'], 49868232]
[['1610', '1050'], 44441218]
[['1529', '1535'], 45676224]
[['91', '262'], 514396217]
[['355', '1545'], 44457219]
[['5', '1174'], 48260216]
[['18', '603'], 49728222]
[['18', '4068'], 48233214]
[['590', '901'], 510718229]
[['1801', '1691'], 44565217]
[['5', '3351'], 48512216]
[['3351', '871'], 45101224]
[['18', '555'], 511610227]
[['18', '271'], 48062210]
[['1544', '2061'], 44239216]
[['1541', '1462'], 44230216]
[['1980', '539'], 45003222]
[['235', '5'], 512039224]
[['2243', '1817'], 44996219]
[['4238', '2155'], 44730220]
[['18', '563'], 49316224]
[['17', '1681'], 44424211]
[['648', '236'], 49597226]
[['590', '672'], 49270231]
[['260', '1751'], 513160245]
[['2448', '1978'], 44161212]
[['152', '832'], 48652215]
[['5', '109'], 48655214]
[['281', '5'], 513567236]
